terms;values
птолемей;2
птср;2
пту;1,698970
птуй;2
пу;1,698970
пуанкара;2
пуаро;2
пуатевинец;2
публий;1,698970
публика;1,301030
публикация;0,698970
публиковать;1
публиковаться;1,301030
публицист;1,079181
публицистика;2
публично;1
публичный;0,845098
пугать;1,397940
пугачев;1,518514
пугачевец;2
пугачевский;2
пуго;2
пуговица;2
пуговкин;2
пуд;1,698970
пуджа;2
пудостский;2
пукоуский;2
пуласка;2
пулау;2
пулев;2
пулемет;1,518514
пулеметный;1,698970
пулеметчик;2
пуленепробиваемый;2
пулитцеровский;2
пулково;1,698970
пулмен;2
пульпа;1,698970
пульс;2
пульсирующий;2
пульт;2
пульхерия;1,698970
пульхр;2
пуля;1,518514
пумарехо;2
пункт;0,477121
пункти;2
пунктир;2
пунктирование;2
пунктировать;1,397940
пунктуационный;2
пунктуация;1,518514
пунктів;2
пуно;2
пуночка;2
пунсалмаагийн;2
пунт;2
пунш;2
пупийный;2
пуплий;2
пупповский;2
пур;2
пурба;1,698970
пурга;1,518514
пуринергический;2
пуританин;1,698970
пуританство;2
пуришкевич;2
пурпура;2
пурпурный;2
пурьер;2
пуск;1,518514
пускай;1,518514
пускать;1,301030
пусковой;1,518514
пусп;2
пуссен;2
пустая;2
пустоватый;2
пустовать;2
пустой;0,778151
пустосвят;2
пустота;2
пустошь;2
пустынный;1,518514
пустыня;1,397940
пустырь;1,698970
пустышка;2
пусть;1,204120
путаница;2
путать;1,397940
путаться;2
путевка;1,698970
путеводитель;1
путевой;2
путем;0,602060
путепровод;2
путешественник;1,041393
путешествие;1
путивль;2
путило;2
путилов;2
путиловец;2
путиловский;2
путин;0,698970
путинский;2
путнок;2
путоран;1,698970
путч;1,698970
путчист;2
путь;0,477121
путіна;2
пух;2
пучение;2
пучкова;1,698970
пучковый;2
пучник;2
пуша;2
пушечный;1,698970
пушилин;2
пушистый;2
пушица;2
пушка;1,079181
пушкарский;2
пушкаш;2
пушкин;0,954243
пушкино;2
пушкинский;1,204120
пушнина;2
пуштунистан;2
пуштунский;2
пуща;2
пуще;1,698970
пуэрта;2
пуэрто;1,146128
пфайфхофер;2
пфальц;1,698970
пфальцский;2
пфафф;2
пфаффенфейндталер;2
пфенниг;2
пфистер;2
пфнб;2
пфо;2
пфорцхайм;2
пхахон;2
пхаюхасен;2
пхб;2
пхеньян;2
пхошанин;2
пхракэу;2
пхумипон;2
пца;2
пцр;2
пцу;2
пче;2
пчела;1,698970
пчелинцев;2
пчелкин;2
пчеловодство;2
пшеворский;2
пшегленда;2
пшеница;1,204120
пшеничнов;2
пшеничный;2
пыжьян;2
пылать;1,518514
пыль;1,397940
пыльнов;2
пырьева;2
пытать;2
пытаться;0,698970
пытка;2
пышлиц;2
пышма;2
пышный;2
пьедестал;2
пьедра;2
пьедрас;2
пьемонт;1,698970
пьемонтский;2
пьер;0,954243
пьеро;2
пьерол;1,698970
пьерола;2
пьерони;2
пьеса;1,397940
пьета;1,518514
пьетразанта;2
пьетро;1,698970
пьетроассы;2
пьюр;2
пьюре;2
пьянов;2
пьянство;2
пьяный;2
пэй;2
пэйдун;2
пэйлин;2
пэйн;2
пэйнчик;2
пэйсерс;2
пэксан;2
пэлтроу;2
пэль;2
пэм;1,698970
пэн;1,698970
пэрри;2
пэскоу;2
пэт;1,518514
пэтти;2
пюиз;2
пюшпекладань;2
пя;1,698970
пярн;2
пясина;1,301030
пясино;1,146128
пясинский;1,518514
пята;1,079181
пятаков;2
пятачок;2
пятерка;1,698970
пятеро;1,518514
пятиголосный;2
пятигорск;2
пятигорский;2
пятидесятник;1,698970
пятидневный;2
пятизальный;2
пятикнижие;2
пятикратный;1,698970
пятилетка;2
пятилетний;1,146128
пятина;2
пятиэтажка;2
пятнадцатилетний;2
пятнадцать;2
пятнать;2
пятнистолобый;2
пятнистый;2
пятница;1,397940
пятницкий;2
пятно;1,397940
пятрас;2
пятс;2
пятый;1
пять;0,477121
пятьдесить;2
пятьдесят;1,204120
пятьсо;2
пятьсот;1,698970
під;2
підтвердили;2
пільги;2
пішла;2
р;0,301030
ра;1,397940
раасна;2
раб;1,079181
рабаль;2
рабар;2
рабаул;2
рабби;2
раби;1,698970
рабий;2
рабин;2
рабинович;2
рабо;2
рабович;2
рабовладелица;2
рабовладельческий;2
работа;0
работать;0,301030
работаущать;2
работник;0,845098
работница;2
работодатель;1,518514
работорговля;2
работоспособный;2
рабочий;0,477121
рабство;1,079181
рабук;2
раввин;2
равенство;1,397940
равиль;2
равне;2
равнина;1,204120
равнинный;1,698970
равно;1,041393
равноапостольный;2
равновеликий;2
равновесие;1,397940
равновесный;2
равнодушие;2
равномерный;1,698970
равноправие;1,301030
равноправный;1,397940
равноценный;2
равный;0,778151
равняться;2
рагга;2
рагглз;2
рагнарс;2
рагнарсдоуттир;2
рагнхейдюр;2
рагхбир;2
рад;0,845098
рада;1,518514
радар;1,301030
радарный;2
радван;2
радвание;2
радек;2
радецкий;2
радж;2
раджа;2
раджаб;2
раджамитрабхорн;2
раджастхан;2
радзивилловский;2
ради;0,845098
радиально;2
радиальный;1,698970
радиатор;2
радиационный;1,204120
радиация;1,397940
радий;2
радикал;1,301030
радикализация;2
радикализм;1,698970
радикально;1,518514
радикальность;2
радикальный;0,954243
радио;0,602060
радиоактивность;2
радиоактивный;1,301030
радиоведушие;2
радиоведущий;1,397940
радиовещание;1,698970
радиовещательный;1,698970
радиовзрыватель;2
радиолокационный;1,698970
радиолюбитель;2
радиолюбительский;1,698970
радионова;2
радиопередача;1,698970
радиоперехват;2
радиопрограмма;2
радиопродюсер;2
радиоретранслятор;2
радиосериал;2
радиософт;2
радиоспектакль;2
радиостанция;1,146128
радиотелевизионный;2
радиотелеграфный;2
радиотелефон;2
радиотехника;2
радиоуглеродный;2
радиоцентр;2
радиоэлектроника;2
радист;2
радиус;1
радкевич;2
радов;2
радовать;1,698970
радовинович;2
радовлица;2
радонежский;1,698970
радостный;1,698970
радость;1,301030
радочай;2
радуга;2
радул;2
радулова;2
радфальва;2
радченко;2
радянської;2
раевский;2
раек;2
раз;0,602060
разагитирование;2
разагитировать;2
разагититровать;2
разак;2
разан;2
разбавление;2
разбавлять;1,397940
разбег;2
разбегаться;2
разбивать;0,845098
разбиваться;1,204120
разбивка;2
разбиение;2
разбирательство;1,301030
разбирать;1,146128
разбираться;1,301030
разбой;2
разбойник;2
разбойный;2
разбомбить;2
разбор;1,698970
разборка;2
разбрасывать;1,518514
развал;1,698970
разваливаться;2
развалины;1,698970
развалить;1,698970
развеваться;2
разведение;2
разведка;0,778151
разведопрос;2
разведочный;2
разведслужба;2
разведчик;1,698970
разведчица;2
разведывательный;1,204120
разведывать;1,397940
развеивать;2
разверстка;2
развертывание;1,518514
развертывать;1,041393
развертываться;1,397940
разветвляться;1,698970
развивать;0,778151
развиваться;0,698970
развивающийся;1,301030
развилка;2
развитие;0
развитой;2
развитый;1,079181
развлекательный;1,698970
развлекать;2
развлечение;1,518514
развод;1,518514
разводить;1,397940
разводиться;1,698970
развозить;2
разворачивать;2
разворачиваться;1,518514
развратник;1,698970
развращаться;2
развращенность;2
развязка;2
развязывать;1,698970
разг;2
разгар;2
разгерметизация;1,301030
разгерметизированный;2
разгерметизироваться;2
разглашать;2
разглашение;2
разглядеть;2
разглядывать;2
разговаривать;1,301030
разговор;0,845098
разговориться;2
разговорный;1,204120
разгон;1,518514
разгонка;2
разгонять;1,518514
разгораться;1,397940
разграбить;2
разграбление;2
разграничение;1,204120
разгром;1,146128
разгромить;1,204120
разгромный;2
разгружать;2
разгрузка;2
разгул;2
раздавать;1,301030
раздаваться;2
раздавливать;1,518514
раздача;2
раздвоение;2
раздевалка;2
раздел;0,301030
разделение;0,903090
разделительный;2
раздельно;1,698970
разделять;0,602060
разделяться;1,079181
раздолье;2
раздор;1,518514
раздражать;1,518514
раздражение;1,698970
раздувать;2
раздутость;2
разжаловать;2
разживин;2
разжигать;2
разить;2
разл;2
разлагаться;1,397940
разлад;2
разли;2
разлив;0,845098
разливать;1,397940
разливаться;1,518514
разливочный;2
различать;1,301030
различаться;1,698970
различение;2
различие;0,845098
различительный;2
различный;0,301030
разложение;1,146128
разлом;2
размах;1,397940
размахивать;2
размежевание;1,698970
разменный;1,698970
размер;0,301030
разметка;1,397940
размещать;0,778151
размещаться;0,903090
размещение;0,845098
разминаться;2
разминирование;2
разминка;2
размножаться;1,518514
размножение;2
размолвка;2
размораживать;2
размытый;2
размышление;1,518514
размышлять;1,698970
разнимать;2
разниться;1,698970
разница;1
разновидность;1
разногласие;1,301030
разноклювый;2
разноместный;2
разнообразие;1,079181
разнообразить;2
разнообразный;0,845098
разнородность;2
разнородный;1,518514
разносить;2
разноспрягаемый;2
разносторонний;1,698970
разность;2
разнояйцевый;2
разный;0,301030
разоблачение;2
разоблачитель;2
разовый;2
разорение;1,698970
разоружать;1,698970
разоружаться;2
разоружение;1,518514
разорять;1,397940
разочарование;1,397940
разочаровывать;2
разочаровываться;1,698970
разрабатывать;0,301030
разрабатываться;2
разработка;0,477121
разработчик;0
разражаться;2
разрастание;1,698970
разрастаться;2
разрежать;2
разрежение;2
разрез;1,698970
разрезать;1,698970
разрешать;0,698970
разрешаться;1,518514
разрешающий;2
разрешение;0,778151
разрозненный;1,518514
разруха;2
разрушать;0,602060
разрушаться;1,146128
разрушение;0,602060
разрушитель;2
разрушительный;1,204120
разрыв;1
разрывать;1,204120
разрываться;2
разрывный;2
разрыхление;2
разряд;1,397940
разум;1,397940
разумеется;2
разумно;1,698970
разумность;2
разумный;1,397940
разумовский;2
разъяснение;2
разъяснять;1,698970
разыгрывать;1,397940
разыгрываться;2
разящий;2
раиса;1,518514
раиф;2
рай;1,204120
райан;1,518514
райбел;2
райгада;2
райдер;1,698970
райер;2
райкан;2
райкард;2
райкок;2
райком;2
райли;1,301030
раймонди;2
раймондо;2
раймундо;2
райнай;2
райнер;2
райниш;2
райнхарт;2
район;0
районный;1,301030
районів;2
райс;1,518514
райский;2
райт;1,079181
райтман;2
райтон;2
райшауэр;2
райя;2
рак;1,079181
ракамаз;2
ракета;0,698970
ракетка;1,698970
ракетний;2
ракетный;0,698970
ракетоносец;2
ракетостроение;2
ракетым;2
ракитин;2
раков;2
раковски;2
раковый;2
ракош;2
ральд;2
ральф;1,301030
рама;1,301030
рамадан;1,698970
рамазаногуллар;2
рамазотти;2
рамалла;2
рамальетс;2
рамануджанин;2
рамафос;2
рамбахадур;2
рамгулам;2
рамдас;2
раменский;2
рамешбаба;2
рамзя;1,698970
рами;1,698970
рамирес;1,518514
рамис;2
рамка;0,301030
рамкалаван;2
рамла;2
рамло;2
рамна;1,698970
рамон;1,518514
рамона;1,698970
рамос;1,518514
рамочный;1,698970
рамперсад;2
рамсея;2
рамштайн;2
ран;0,602060
рана;1,301030
ранг;1,204120
ранганатх;2
ранд;2
рандеву;1,698970
ранджан;2
рандомный;2
рандриамамундзя;2
ранее;0,477121
ранение;1
раненый;0,845098
ранить;0,602060
ранневизантийский;2
ранненововерхненемецкий;1,698970
раннехристианский;2
ранний;0,477121
рано;2
ранов;1,698970
рановато;2
ранульф;2
рао;2
рапас;2
рапид;2
рапидан;2
рапин;2
рапира;1,698970
рапопорт;2
рапорт;1,698970
раппан;2
рапсовый;2
рараньчить;2
раса;1,518514
расизм;2
расистский;2
раскаиваться;2
раскаленный;2
раскалывать;2
раскалываться;1,518514
раскапывать;1,698970
раскидывать;1,698970
раскидываться;2
расклад;1,698970
раскладка;2
раскладываться;2
расклеивать;2
расклинивание;2
раскол;0,954243
раскольников;2
раскопка;1,146128
раскраска;2
раскрашивать;2
раскритиковывать;1,204120
раскрошить;2
раскрывать;0,778151
раскрытие;1,397940
раскрытый;2
раскулачивание;2
расовый;1,698970
распад;0,778151
распадаться;1
распасовщик;1,698970
распев;2
распеваться;2
распечатывать;2
распиливать;2
распилка;2
расписание;1,397940
расписной;2
расписываться;2
расплав;1,698970
расплавлять;1,518514
распланировать;2
расплачиваться;2
расплывчатый;2
располагать;0,301030
располагаться;0,778151
расползание;2
расположение;0,602060
расположенный;1,079181
распорядок;2
распоряжаться;1,698970
распоряжение;0,845098
расправа;1,518514
расправлять;1,698970
расправляться;2
распределение;0,845098
распределенный;2
распределитель;1,698970
распределительный;2
распределять;1,041393
распределяться;1,518514
распреснять;2
распродажа;2
распростирать;2
распростр;1,518514
распространение;0,477121
распространенность;1,301030
распространенный;1,204120
распространитель;2
распространять;0,477121
распространяться;0,778151
распря;1,518514
распускать;0,954243
распускаться;1,698970
распутин;1,698970
распутинщина;2
распутник;2
распущенный;2
распыливание;2
распылитель;2
распыляться;2
распятие;1,518514
рассасываться;2
рассвет;1,204120
рассевать;2
рассеиваться;2
рассекречивание;2
рассекречивать;2
рассел;1,301030
расселение;1,698970
расселл;1,518514
расселять;2
расселяться;2
рассеяние;2
рассказ;1,079181
рассказчик;2
рассказывать;0,698970
рассказываться;2
расследование;0,845098
расследователь;2
расследовательский;2
расследовать;1,698970
рассматривать;0,602060
рассматриваться;0,778151
рассметь;2
рассмотрение;1,041393
рассориваться;2
расставаться;1,698970
расставлять;1,698970
расстояние;0,845098
расстраивать;2
расстрел;1,204120
расстреливать;0,954243
расстрельный;2
расстреляние;2
расстройство;1,397940
рассуждать;1,698970
рассуждение;1,698970
рассчитать;1,518514
рассчитывать;1,079181
рассылать;1,518514
рассылка;2
растаивать;2
растаскивание;2
растаскивать;2
раствор;1,397940
растворение;2
растворимость;2
растворимый;1,518514
растворитель;2
растворять;2
растворяться;1,301030
растдзинад;2
растение;0,845098
растериваться;2
растерянность;2
расти;0,778151
растиражировать;2
растительность;1,146128
растительный;1
растление;1,698970
расторгать;1,698970
растоу;2
расточительство;2
растрата;2
растрескивание;2
растягивать;1,698970
растягиваться;1,698970
растяжение;2
растяпино;2
расформирование;1,518514
расформировывать;2
расхн;2
расход;1
расходиться;1,041393
расходоваться;2
расхождение;1,397940
расхожий;2
расцвет;1,518514
расцветка;1,698970
расценивать;1,397940
расчет;1
расчищать;2
расчлененность;2
расчлененок;2
расчленять;2
расчленяться;2
расширение;0,698970
расширенн;2
расширенный;1,518514
расширять;0,698970
расширяться;1,301030
расшифровка;1,518514
расшифровывать;2
расщепление;2
ратель;2
ратим;2
ратификация;1,397940
ратифицировать;1,041393
ратклиф;2
ратко;2
ратленд;2
ратманова;1,698970
ратманский;2
ратнер;2
ратовать;2
ратуша;1,518514
ратушный;2
ратценбергер;1,698970
рать;2
ратьковский;2
рау;1,698970
рауль;1,204120
раунд;1,204120
раушенберг;2
раф;2
рафа;2
рафаил;2
рафаэл;2
рафаэль;1,301030
рафер;2
рафик;2
рафинирование;1,698970
рафинированный;2
рафинировать;2
рафт;2
рафтинг;2
раффи;2
рах;1,698970
рахель;2
рахим;1,698970
рахимова;2
рахимя;2
рахис;2
рахман;1,518514
рахштадт;2
рахья;2
рац;2
рацион;2
рациональность;2
рациональный;1,518514
рацка;2
рачий;2
рачинский;2
рачок;2
раш;2
рашек;2
рашель;2
рашид;1,698970
рашидов;2
рашизм;2
рашит;2
рбк;0,954243
рв;2
рвать;1,698970
рвдикальный;2
рвсн;2
рвыя;1,518514
ргас;2
ргб;1,698970
рго;2
рд;1,698970
рдест;2
рдк;1,698970
ре;1,698970
реабилитация;1,518514
реабилитировать;2
реагент;2
реагирование;1,397940
реагировать;1,079181
реактив;1,518514
реактивный;1,079181
реактор;1,204120
реакторный;2
реактрон;2
реакционный;1,698970
реакция;0,477121
реал;1,301030
реализация;0,698970
реализм;2
реализованный;1,698970
реализовать;0,954243
реализоваться;1,204120
реализовывать;1,041393
реалистический;2
реалистичность;2
реалистичный;1,518514
реалити;1,698970
реалия;1,301030
реаль;1,698970
реально;1,698970
реальность;0,903090
реальный;0,698970
ребекка;1,518514
ребенок;0,301030
ребрендинг;2
ребров;2
ребровый;1,698970
ребус;2
ребя;2
ребята;1,698970
рев;2
реванш;2
реввоенсовет;1,698970
ревель;2
реверс;2
реветь;1,698970
ревизионистский;2
ревизо;2
ревилл;2
ревилль;2
ревир;1,397940
ревитализация;2
ревком;1,698970
ревновать;1,698970
рево;2
револьвер;1,698970
револьверный;2
революционер;1,041393
революционерка;1,698970
революционный;0,698970
революция;0,477121
ревтрибунал;2
рег;2
регалия;2
реган;2
регата;2
регби;1,204120
регбийный;2
регбист;1,698970
регги;2
регейро;2
регенерация;2
регенсбург;2
регент;1,518514
регентство;2
регенье;2
регина;2
региолект;2
регион;0,301030
региональний;2
региональный;0,903090
регистрационный;2
регистрация;1,397940
регистрировать;2
регламент;1,301030
регламентировать;1,301030
регламентироваться;2
регламентный;2
регнум;2
регтайм;2
регулирование;1,397940
регулировать;1,397940
регулироваться;2
регулы;2
регуляр;1,698970
регулярка;2
регулярно;0,903090
регулярность;1,698970
регулярный;0,602060
регулятор;1,698970
регуляция;1,698970
ред;0,301030
редактирование;1,146128
редактировать;1,079181
редактироваться;2
редактор;0,778151
редакторский;2
редакционный;1,698970
редакция;0,845098
редди;2
редер;2
редж;1,698970
реджангский;2
реджела;2
реджеп;2
реджин;2
реджинальд;1,397940
реджис;2
редзи;2
редкий;0,903090
редко;0,954243
редкол;1,301030
редколл;2
редколлегия;2
редкость;2
редлер;2
реднапп;2
реднисс;2
редомициляция;2
редстоун;2
редуктаз;2
редукция;2
редут;2
редфилд;2
реес;2
реестр;1,079181
реж;2
режим;0,477121
режиссер;0,698970
режиссерский;2
режиссура;1,397940
рез;1,698970
резание;2
резель;2
резерв;1,204120
резерват;1,518514
резервация;2
резервист;1,698970
резервный;1,204120
резервуар;1,079181
резец;2
резидент;1,518514
резидентура;2
резиденция;1
резистентный;2
резисторный;2
резкий;0,778151
резко;0,698970
резкость;2
резник;1,698970
резников;1,698970
резной;1,698970
резня;1,079181
резоливать;1,698970
резолюция;1
резонанс;1,204120
резонансность;1,698970
резонансный;1,698970
результ;2
результат;0
результативность;1,518514
результативный;1,518514
резчик;2
резьба;1,698970
резюме;2
резюмировать;2
реим;2
реиме;2
реис;2
рей;1,397940
рейвен;2
рейверс;2
рейган;1,518514
рейганомика;2
рейд;0,845098
рейдер;1,698970
рейджер;2
рейдинупюра;2
рейзигер;2
рейкьявик;1,301030
рейкьянес;2
рейландер;2
рейли;1,698970
рейман;2
реймонд;2
рейн;1,397940
рейнджер;2
рейнджерс;1,397940
рейнланд;2
рейнолдс;2
рейнольдс;2
рейносый;2
рейнуотер;2
рейнхард;1,698970
рейс;1,079181
рейсберген;2
рейсерс;2
рейсовый;2
рейтар;2
рейтер;1,518514
рейтерс;2
рейтинг;0,845098
рейтинговый;1,698970
рейфилд;2
рейх;1,518514
рейхсканцлер;2
рейхстаг;1,397940
рейчел;2
река;0,301030
реквизировать;2
рекка;1,698970
реклама;0,954243
рекламировать;2
рекламный;1,041393
рекомбинация;1,518514
рекомендательный;1,518514
рекомендация;0,778151
рекомендовать;1
рекомендоваться;1,204120
реконструироваться;2
реконструкция;0,698970
рекоп;2
рекорд;0,698970
рекордно;1,518514
рекордный;0,954243
рекордсмен;1,079181
рекреационный;1,698970
рекрут;1,698970
рекрутинг;2
рекрутировать;2
рексал;2
ректор;1,301030
ректорат;2
рекультивационный;2
рекультивация;2
рекультивировать;2
рекур;2
релакс;2
релевантный;1,698970
религиозный;0,602060
религия;0,698970
релиз;1,204120
реликвия;1,698970
реликт;2
реликтовый;1,518514
рело;2
релокация;2
рельеф;1,204120
рельефный;2
рельс;1,301030
рельсовый;1,518514
реляционный;2
рем;1,397940
рематический;2
рембрандт;1,698970
ремение;2
ремеривать;2
ремесленник;1,698970
ремесленный;1,518514
ремесло;1,397940
реми;1,698970
ремизов;2
ремикс;2
ремилитаризация;2
ремин;2
ремингтон;2
реминисценция;2
ремихио;2
ремон;2
ремонт;1,204120
ремонтировать;2
ремонтный;1,397940
ремшайд;2
рен;2
ренан;2
ренанус;2
ренар;2
рената;2
ренданг;2
рендеринг;2
рене;1,698970
ренессанс;1,518514
ренессансный;1,518514
ренеть;2
реник;2
реновация;2
ренонс;2
рента;1,698970
рентабельность;2
рентгеновский;1,698970
рентный;2
ренье;2
реорганизация;1,146128
реорганизовывать;2
репа;2
репаративный;2
репарация;2
репатриация;2
репер;2
репертуар;1,397940
репетиция;1,518514
репин;1,698970
реплика;1,518514
реплицироваться;2
репорт;2
репортаж;2
репортер;1,146128
репрессивный;2
репрессированный;2
репрессировать;2
репрессия;1,301030
репродуктивный;2
репродукция;2
репутационный;2
репутация;1,397940
репцелак;2
ререр;2
рескин;2
рескрипт;2
реслинг;2
респа;2
респект;2
респиг;2
респираторный;2
респондент;1,698970
республика;0,301030
республикаатит;2
республиканец;1,518514
республиканский;0,698970
республикасынын;2
республикасының;2
ресса;2
рест;2
реставратор;1,698970
реставрационист;2
реставрационный;2
реставрация;1,397940
реституция;2
рестлер;2
рестлинг;2
рестлмания;2
ресторан;1,146128
реструктуризация;1,698970
реструктурировать;1,698970
ресурс;0
ресурсный;1,698970
ресурсо;2
ресурсоемкий;1,698970
ретейи;2
ретикулум;2
ретра;2
ретранслировать;2
ретро;2
ретроспективный;2
реттон;2
ретушь;2
реувен;2
реум;2
рефаимский;2
рефах;2
референдум;1,204120
рефлекс;2
рефлексивный;2
реформа;0,698970
реформатор;1,518514
реформаторский;2
реформатский;2
реформатство;2
реформация;1,146128
реформизм;2
реформирование;2
реформировать;2
реформистский;2
рефрактерность;2
рец;2
рецензент;1,698970
рецензирование;1,397940
рецензировать;1,698970
рецензия;1,397940
рецептор;2
рецептура;2
рецессия;2
речевой;1,698970
речка;1,518514
речной;0,845098
речь;0,602060
решать;0,477121
решаться;1,146128
решающий;1,041393
решение;0,301030
решетка;1,204120
решимость;1,518514
решительно;1,204120
решительный;1,301030
рея;2
ржавчина;1,698970
ржавый;1,518514
ржаной;2
ржев;2
ржевский;2
ржеутский;2
ржешевский;2
рз;2
ри;1,698970
риа;0,845098
риаль;2
рианнона;2
риббентроп;1,698970
рибирать;2
рибковский;2
рибонуклеиновый;2
рибонуклеотид;2
рибонуклеотидредуктаза;2
рибопереключатель;2
рива;1,397940
ривер;1,204120
риверз;2
риверо;1,698970
ривз;1,518514
ривлин;2
ривуар;2
ривьер;2
рига;1,204120
риггс;2
ригоберто;2
ригон;2
ригсдалер;2
рид;1,204120
ридж;2
риджский;2
ридзель;2
рие;2
риек;1,698970
риека;1,518514
рижский;1,518514
ризалит;2
ризеберг;2
ризио;2
ризли;2
ризниченко;2
рии;2
рийад;2
рик;1,397940
рика;1,204120
риканский;1,698970
рикардо;1,301030
риклс;1,698970
рикман;2
рико;1,204120
риксдалер;2
рилин;2
рим;0,698970
риман;2
римингтон;2
римини;2
римлянин;1,397940
римлянка;2
римо;2
римсдайк;2
римский;0,602060
римсток;2
римша;2
рина;2
ринат;2
ринаун;2
рингайсен;2
рингнес;1,698970
риндт;2
ринекант;2
ринкона;2
ринус;2
рио;1,204120
риордан;2
риос;1,698970
риох;1,518514
рипать;1,698970
рипкен;1,698970
рипуарский;2
рирден;2
рис;1,204120
рисайд;2
риск;0,845098
рискнуть;1,698970
рискованно;2
рисковать;1,518514
рисовальщик;2
рисовальщица;2
рисовать;1,698970
рисовый;1,698970
рисс;2
рисунок;1
рита;1,698970
ритм;1,397940
ритмичность;2
ритмичный;2
риторика;1,518514
ритуал;1,698970
ритуальный;1,698970
риф;2
рифейский;2
рифкин;2
рифовый;2
рифок;2
рифтовый;2
рифф;2
рихард;1,698970
рихтгофен;2
рихтер;1,698970
рич;2
ричард;0,602060
ричардс;1,518514
ричардсон;1,698970
ричесон;2
ричмонд;1,698970
риччи;2
ришар;1,397940
рияд;1,518514
рк;2
рка;2
рке;2
ркка;1,518514
ркп;1,397940
рктика;2
рлс;1,397940
рм;1,698970
рмп;2
рму;2
рн;1,397940
рнб;1,518514
рнк;1,397940
рноя;2
ро;1,698970
роа;1,518514
роальд;2
роанка;2
роба;1,518514
робба;2
робер;2
роберт;0,698970
роберта;1,204120
роберто;1,397940
робертович;2
робертс;1,204120
робертсон;1,518514
робеспьер;2
робин;1,698970
робинсон;1,146128
робитайл;1,518514
роблес;2
робость;2
робот;2
роботмена;2
роботник;2
робсарт;2
робсон;2
ров;1,397940
рованный;2
ровесница;2
ровненский;2
ровно;1,146128
ровный;2
рог;1,146128
рогань;2
рогатый;2
рогачево;1,518514
рогашка;2
рогге;2
рогинский;2
рогира;2
рогнеда;1,698970
рогов;1,518514
роговица;2
роговский;2
рогожин;2
рогушин;2
род;0,301030
родадо;2
роданидный;2
родезия;2
роден;1,698970
родерик;2
роджер;1,079181
роджерс;1,518514
родзаевский;1,698970
родзянко;2
родий;1,698970
родильный;2
родина;0,778151
родион;1,518514
родитель;0,954243
родительный;2
родительский;1,698970
родить;2
родиться;0,477121
роднай;2
роднить;2
родной;0,778151
родные;1,698970
родня;2
родовой;1,301030
родовый;2
родоначальник;2
родос;2
родосский;1,698970
родригес;1,518514
родриго;2
родственник;1,146128
родственный;0,602060
родченко;2
роды;2
родэ;2
рожа;2
рожать;1,698970
рожаф;2
рождаться;0,477121
рождение;0,477121
рождественский;1,397940
рождество;1,397940
роженица;2
рожер;2
рожерио;2
рожица;2
рожник;2
рожок;1,698970
роза;1
розалинда;2
розанна;2
розарио;2
розелла;2
розен;1,698970
розенбаум;1,698970
розенберг;1,698970
розенгартен;2
розенталь;2
розентка;2
розенфельд;1,698970
розенцвейг;1,698970
рози;2
розкривой;2
розлив;2
розмари;2
розничный;1,518514
розо;2
розовский;2
розовый;1,397940
розподіл;2
розташован;2
розыгрыш;1,146128
розыск;2
рой;0,903090
ройал;2
ройченко;2
ройял;2
рок;0,602060
рокавый;2
рокби;2
роквелл;2
рокиз;2
рокингем;2
рокк;2
роккенбауэр;2
рокки;2
роковой;1,518514
рококо;2
рокс;2
роксана;2
рокфеллер;2
ролан;2
роланд;1,518514
ролдан;2
ролевой;1,518514
ролик;1,301030
ролл;1,301030
роллан;2
роллинза;1,518514
ролс;2
роль;0,301030
ром;1,698970
рома;2
роман;0,602060
романенко;2
романист;1,518514
романный;2
романо;2
романов;1,041393
романова;1,698970
романовский;1,698970
романс;2
романский;1,146128
романтик;1,698970
романтика;2
романтический;1,146128
романцев;2
романцов;2
романшский;2
романьольский;2
романья;1,518514
ромашенко;2
ромашин;2
ромашка;2
ромбический;2
ромбоэдрический;2
роменский;1,698970
ромео;2
ромера;2
роми;2
роминский;2
роммель;1,698970
ромнес;2
ромни;2
ромны;2
ромонья;2
ромул;1,397940
ромуло;2
рон;1,301030
рона;2
ронай;2
роналд;1,698970
рональд;1,397940
ронан;2
ронго;2
ронданинь;1,698970
ронкалли;2
ронни;1,698970
ронява;2
ропирать;2
рори;2
рорти;1,698970
росалес;2
росальба;2
росарио;1,698970
росатый;2
росбалт;1,698970
росбизнесконсалтинг;2
росгвардия;1,698970
росгидромет;1,698970
росийский;1,698970
росийськ;1,698970
росийськомовна;2
росия;1,698970
росиянин;2
росиять;2
роска;2
роскилла;2
роскомнадзор;1,698970
роскомсвобода;2
роскошный;1,518514
роскошь;1,518514
рославец;2
роснедра;2
роснефть;1,698970
росол;2
росомаха;2
роспись;1,698970
росприроднадзор;1,397940
роспуск;1,079181
росрезерв;2
росрыболовство;1,698970
росс;1,041393
россетти;2
россеть;2
росси;1,518514
россиада;2
российский;0
российсккие;2
российско;1,079181
росситер;2
россия;0
россиянин;1,204120
россиянка;1,698970
росспэн;1,698970
росстат;1,698970
россыпь;2
рост;0,477121
ростелеком;1,698970
ростехнадзор;1,698970
ростиславович;2
ростов;1,146128
ростовский;1,397940
ростовцев;2
ростовцева;1,698970
ростовщик;2
ростовый;2
росток;1,698970
ростсельмаш;2
ростсельмаша;2
ростуризм;2
росширяться;2
російської;2
російські;2
росії;1,518514
рот;1,397940
